,coal,oil,lignite,gas
2021-08-09,16.636476426799007,44.32087762461379,14.825469233036172,42.7859992980957
2021-08-10,16.665012406947888,44.32087762461379,14.850898854362132,44.654998779296875
2021-08-11,16.847642679900744,44.32087762461379,15.013648430848296,45.986000061035156
2021-08-12,17.121588089330025,44.32087762461379,15.257772795577537,45.87099838256836
2021-08-13,17.087344913151362,44.32087762461379,15.22725724998638,44.62799835205078
2021-08-14,17.087344913151362,44.32087762461379,15.22725724998638,44.62799835205078
2021-08-15,17.087344913151362,44.32087762461379,15.22725724998638,44.62799835205078
2021-08-16,17.33275434243176,45.02510365086567,15.445951993389658,47.987998962402344
2021-08-17,17.110173697270472,45.02510365086567,15.247600947047152,46.94900131225586
2021-08-18,17.115880893300247,45.02510365086567,15.252686871312342,45.3849983215332
2021-08-19,16.65359801488834,45.02510365086567,14.84072700583175,40.39500045776367
2021-08-20,16.493796526054588,45.02510365086567,14.698321126406357,41.944000244140625
2021-08-21,16.493796526054588,45.02510365086567,14.698321126406357,41.944000244140625
2021-08-22,16.493796526054588,45.02510365086567,14.698321126406357,41.944000244140625
2021-08-23,16.933250620347394,43.89150098168756,15.089937294826184,41.68000030517578
2021-08-24,16.950372208436725,43.89150098168756,15.105195067621763,44.869998931884766
2021-08-25,16.996029776674938,43.89150098168756,15.145882461743302,45.28499984741211
2021-08-26,17.00744416873449,43.89150098168756,15.156054310273685,45.78799819946289
2021-08-27,17.001736972704713,43.89150098168756,15.150968386008492,47.805999755859375
2021-08-28,17.001736972704713,43.89150098168756,15.150968386008492,47.805999755859375
2021-08-29,17.001736972704713,43.89150098168756,15.150968386008492,47.805999755859375
2021-08-30,17.01315136476427,44.72296974848214,15.16114023453888,49.67900085449219
2021-08-31,17.549627791563278,44.72296974848214,15.639217115466977,50.3380012512207
2021-09-01,17.83498759305211,44.72296974848214,15.8935133287266,50.231998443603516
2021-09-02,18.51414392059553,44.72296974848214,16.498738316284506,51.91600036621094
2021-09-03,18.850868486352358,44.72296974848214,16.798807847930867,51.505001068115234
2021-09-04,18.850868486352358,44.72296974848214,16.798807847930867,51.505001068115234
2021-09-05,18.850868486352358,44.72296974848214,16.798807847930867,51.505001068115234
2021-09-06,19.176178660049626,45.21025760503482,17.088705531046838,51.505001068115234
2021-09-07,19.199007444168732,45.21025760503482,17.109049228107608,53.90800094604492
2021-09-08,19.290322580645164,45.21025760503482,17.190424016350693,55.28799819946289
2021-09-09,19.37022332506203,45.21025760503482,17.261626956063385,56.58100128173828
2021-09-10,19.501488833746894,45.21025760503482,17.37860321416281,57.91600036621094
